feature,value,group,dataset,layer
class_conc.quantiles.0,6.026507214248275e-05,info-theory,glue_rte,layer_4
class_conc.quantiles.1,0.0003124417734994691,info-theory,glue_rte,layer_4
class_conc.quantiles.2,0.0004229803267557173,info-theory,glue_rte,layer_4
class_conc.quantiles.3,0.0005657949917438875,info-theory,glue_rte,layer_4
class_conc.quantiles.4,0.0015636237527948216,info-theory,glue_rte,layer_4
class_conc.range,0.0015033586806523387,info-theory,glue_rte,layer_4
class_conc.sd,0.00020712466973135416,info-theory,glue_rte,layer_4
class_conc.skewness,1.1816982761931565,info-theory,glue_rte,layer_4
class_conc.sum,0.35411135362903867,info-theory,glue_rte,layer_4
class_conc.var,4.290062881132254e-08,info-theory,glue_rte,layer_4
class_ent,0.9999925539393344,info-theory,glue_rte,layer_4
eq_num_attr,249.88169751684475,info-theory,glue_rte,layer_4
joint_ent.count,768.0,info-theory,glue_rte,layer_4
joint_ent.histogram.0,0.0026041666666666665,info-theory,glue_rte,layer_4
joint_ent.histogram.1,0.0013020833333333333,info-theory,glue_rte,layer_4
joint_ent.histogram.2,0.005208333333333333,info-theory,glue_rte,layer_4
joint_ent.histogram.3,0.01953125,info-theory,glue_rte,layer_4
joint_ent.histogram.4,0.0390625,info-theory,glue_rte,layer_4
joint_ent.histogram.5,0.06901041666666667,info-theory,glue_rte,layer_4
joint_ent.histogram.6,0.19401041666666666,info-theory,glue_rte,layer_4
joint_ent.histogram.7,0.3125,info-theory,glue_rte,layer_4
joint_ent.histogram.8,0.2916666666666667,info-theory,glue_rte,layer_4
joint_ent.histogram.9,0.06510416666666667,info-theory,glue_rte,layer_4
joint_ent.iq_range,0.0022029936573222386,info-theory,glue_rte,layer_4
joint_ent.kurtosis,2.4284950679034916,info-theory,glue_rte,layer_4
joint_ent.max,4.69990540676978,info-theory,glue_rte,layer_4
joint_ent.mean,4.696425497376712,info-theory,glue_rte,layer_4
joint_ent.median,4.696755933344915,info-theory,glue_rte,layer_4
joint_ent.min,4.6868104934109125,info-theory,glue_rte,layer_4
joint_ent.nancount,768.0,info-theory,glue_rte,layer_4
joint_ent.nanhistogram.0,0.0026041666666666665,info-theory,glue_rte,layer_4
joint_ent.nanhistogram.1,0.0013020833333333333,info-theory,glue_rte,layer_4
joint_ent.nanhistogram.2,0.005208333333333333,info-theory,glue_rte,layer_4
joint_ent.nanhistogram.3,0.01953125,info-theory,glue_rte,layer_4
joint_ent.nanhistogram.4,0.0390625,info-theory,glue_rte,layer_4
joint_ent.nanhistogram.5,0.06901041666666667,info-theory,glue_rte,layer_4
joint_ent.nanhistogram.6,0.19401041666666666,info-theory,glue_rte,layer_4
joint_ent.nanhistogram.7,0.3125,info-theory,glue_rte,layer_4
joint_ent.nanhistogram.8,0.2916666666666667,info-theory,glue_rte,layer_4
joint_ent.nanhistogram.9,0.06510416666666667,info-theory,glue_rte,layer_4
joint_ent.naniq_range,0.0022029936573222386,info-theory,glue_rte,layer_4
joint_ent.nankurtosis,2.4284950679034916,info-theory,glue_rte,layer_4
joint_ent.nanmax,4.69990540676978,info-theory,glue_rte,layer_4
joint_ent.nanmean,4.696425497376712,info-theory,glue_rte,layer_4
joint_ent.nanmedian,4.696755933344915,info-theory,glue_rte,layer_4
joint_ent.nanmin,4.6868104934109125,info-theory,glue_rte,layer_4
joint_ent.nanpnorm,130.15117078791323,info-theory,glue_rte,layer_4
joint_ent.nanpowersum,16939.327257464556,info-theory,glue_rte,layer_4
joint_ent.nanquantiles.0,4.6868104934109125,info-theory,glue_rte,layer_4
joint_ent.nanquantiles.1,4.695519090992109,info-theory,glue_rte,layer_4
joint_ent.nanquantiles.2,4.696755933344915,info-theory,glue_rte,layer_4
joint_ent.nanquantiles.3,4.697722084649431,info-theory,glue_rte,layer_4
joint_ent.nanquantiles.4,4.69990540676978,info-theory,glue_rte,layer_4
joint_ent.nanrange,0.013094913358867366,info-theory,glue_rte,layer_4
joint_ent.nansd,0.001803232501943416,info-theory,glue_rte,layer_4
joint_ent.nanskewness,-1.1884885812242851,info-theory,glue_rte,layer_4
joint_ent.nansum,3606.8547819853147,info-theory,glue_rte,layer_4
joint_ent.nanvar,3.251647456065112e-06,info-theory,glue_rte,layer_4
joint_ent.pnorm,130.15117078791323,info-theory,glue_rte,layer_4
joint_ent.powersum,16939.327257464556,info-theory,glue_rte,layer_4
joint_ent.quantiles.0,4.6868104934109125,info-theory,glue_rte,layer_4
joint_ent.quantiles.1,4.695519090992109,info-theory,glue_rte,layer_4
joint_ent.quantiles.2,4.696755933344915,info-theory,glue_rte,layer_4
joint_ent.quantiles.3,4.697722084649431,info-theory,glue_rte,layer_4
joint_ent.quantiles.4,4.69990540676978,info-theory,glue_rte,layer_4
joint_ent.range,0.013094913358867366,info-theory,glue_rte,layer_4
joint_ent.sd,0.001803232501943416,info-theory,glue_rte,layer_4
joint_ent.skewness,-1.1884885812242851,info-theory,glue_rte,layer_4
joint_ent.sum,3606.8547819853147,info-theory,glue_rte,layer_4
joint_ent.var,3.251647456065112e-06,info-theory,glue_rte,layer_4
mut_inf.count,768.0,info-theory,glue_rte,layer_4
mut_inf.histogram.0,0.06510416666666667,info-theory,glue_rte,layer_4
mut_inf.histogram.1,0.2916666666666667,info-theory,glue_rte,layer_4
mut_inf.histogram.2,0.3125,info-theory,glue_rte,layer_4
mut_inf.histogram.3,0.19401041666666666,info-theory,glue_rte,layer_4
mut_inf.histogram.4,0.06901041666666667,info-theory,glue_rte,layer_4
mut_inf.histogram.5,0.0390625,info-theory,glue_rte,layer_4
mut_inf.histogram.6,0.01953125,info-theory,glue_rte,layer_4
mut_inf.histogram.7,0.005208333333333333,info-theory,glue_rte,layer_4
mut_inf.histogram.8,0.0013020833333333333,info-theory,glue_rte,layer_4
mut_inf.histogram.9,0.0026041666666666665,info-theory,glue_rte,layer_4
mut_inf.iq_range,0.0022029936573229048,info-theory,glue_rte,layer_4
mut_inf.kurtosis,2.428465889448761,info-theory,glue_rte,layer_4
mut_inf.max,0.013616891540812581,info-theory,glue_rte,layer_4
mut_inf.mean,0.004001863937521571,info-theory,glue_rte,layer_4
mut_inf.median,0.003671451606810372,info-theory,glue_rte,layer_4
mut_inf.min,0.0005219781819452152,info-theory,glue_rte,layer_4
mut_inf.nancount,768.0,info-theory,glue_rte,layer_4
mut_inf.nanhistogram.0,0.06510416666666667,info-theory,glue_rte,layer_4
